-2.037898353,36.91001162
-2.289315843,36.95563812
-0.803667041,37.70847535
-0.140839114,38.59819209
-7.37007252,31.85674324
-8.164942346,30.1534854
-8.846259339,28.56377808
-10.43599899,27.20117181
-12.13929147,26.06566659
-13.61547829,23.79465614
-14.41034812,22.43204987
-11.57152731,23.22690352
-9.641129165,24.36240875
-7.597178185,25.83856554
-6.461649862,27.76892442
-5.666780037,29.35863174
-5.553227204,30.72123801
-5.32612154,32.53804637
-4.077040385,33.90065264
-1.919536573,34.12775369
0.010861575,34.01420316
1.714154059,34.46840525
4.212316368,34.58195578
7.051137174,35.03615787
8.86798249,35.37680943
9.88995798,35.94456205
10.11706364,33.78710212
8.754429658,33.6735516
7.391795671,33.33290003
5.802056019,32.99224846
3.758105039,32.53804637
1.941259723,32.1973948
0.578625736,32.1973948
-1.124666747,31.85674324
-2.600853566,31.40254115
-2.600853566,29.35863174
-0.78400825,29.47218226
2.395471052,29.92638435
5.007186194,29.92638435
7.505348503,30.1534854
7.959559832,28.22312651
5.007186194,28.10957599
2.849682381,27.76892442
-0.102691257,27.54182338
-2.146642237,27.20117181
-4.644804547,26.51986868
-6.234544198,24.1353077
-1.805983741,24.81661084
0.351520072,25.15726241
2.849682381,25.38436345
5.574950355,25.38436345
9.095088154,24.93016136
11.7068033,24.36240875
12.95588445,24.36240875
12.04746179,22.54560039
8.527323993,22.43204987
6.029161684,22.43204987
3.190340878,22.54560039
1.032837065,22.65915091
-1.465325244,22.88625196
-5.666780037,23.68110561
-7.483625352,23.68110561
13.18299011,31.62964219
12.04746179,30.26703592
10.79838064,28.45022756
32.57825443,27.7059555
31.33767037,27.29304451
32.37149042,26.77690577
33.9222205,25.84785604
34.85265855,24.81557856
34.85265855,23.37039009
34.33574853,22.23488487
36.92029866,19.55096343
37.12706267,18.4154582
38.05750072,18.00254721
35.16280457,17.58963622
34.33574853,18.00254721
32.57825443,19.96387442
32.57825443,18.72514145
32.26810842,28.84146072
33.71545649,29.8737382
34.54251254,29.15114397
35.16280457,30.59633244
36.19662462,31.62860991
36.61015264,32.86734289
36.19662462,28.63500523
37.43720869,30.28664919
37.33382668,27.08658901
38.47102874,25.84785604
38.47102874,24.71235081
39.29808478,23.68007334
40.02175882,22.02842937
41.26234288,23.57684559
38.57441074,28.22209424
42.60630895,23.26716235
44.67394906,23.06070685
44.67394906,24.91880631
44.26042104,21.09937964
44.88071307,15.11217027
48.60246526,15.42185352
54.80538558,18.00254721
56.35611566,25.22848955
49.94643133,25.74462829
47.67202722,29.46082721
47.98217323,28.94468847
31.44105238,37.30613604
41.36572489,37.61581928
40.64205085,37.40936379
48.80922927,38.13195802
48.70584727,38.75132451
50.77348738,32.14474865
51.70392542,30.80278793
53.1512735,30.80278793
53.46141951,29.66728271
55.1155316,29.66728271
55.52905962,28.73823298
57.18317171,29.25437171
57.80346374,28.11886649
60.28463187,28.73823298
61.62859794,31.52538216
61.11168791,33.07379838
59.45757582,34.20930361
58.01022775,35.13835334
55.83920564,36.17063081
54.80538558,36.9964528
55.32229561,37.92550252
54.90876759,39.68037424
57.0797897,39.68037424
59.14742981,39.88682973
61.83536195,40.19651298
63.59285604,40.50619622
66.90108021,40.91910721
65.35035013,40.71265171
68.86533831,39.57714649
69.89915836,38.33841352
71.44988844,35.96417532
73.51752855,35.03512559
74.55134861,32.97057063
74.03443858,31.00924343
73.20738254,28.63500523
72.69047251,27.18981676
71.96679847,25.22848955
70.82959641,23.68007334
68.96872032,23.78330108
68.6585743,25.02203406
69.79577636,26.05431153
70.72621441,27.60272775
71.76003446,28.63500523
72.17356248,30.18342144
73.20738254,32.0415209
73.10400053,33.48670937
71.76003446,34.10607586
71.34650644,32.14474865
70.41606839,30.49310469
69.89915836,28.73823298
68.34842828,27.60272775
66.90108021,26.36399478
65.45373213,26.36399478
66.28078818,28.53177748
67.62475425,29.8737382
68.76195631,31.62860991
69.69239435,33.28025388
70.20930438,35.24158108
62.869182,26.77690577
64.10976607,28.84146072
64.93682211,30.38987694
66.59093419,31.93829316
67.72813625,33.28025388
68.6585743,35.34480883
69.27886633,36.9964528
68.45181029,38.02873027
66.7976982,39.26746325
61.21506992,29.35759946
62.14550796,30.28664919
63.90300205,31.73183766
65.97064216,33.69316487
66.90108021,35.55126433
67.00446221,37.61581928
64.8334401,38.75132451
64.7300581,36.68676955
63.79962005,34.93189784
62.45565398,33.28025388
61.62859794,35.44803658
63.07594601,37.40936379
61.73197994,38.44164126
60.9049239,36.9964528
59.66433984,38.02873027
57.28655371,38.44164126
57.38993572,37.09968054
59.35419382,36.27385856
60.49139588,35.44803658
59.45757582,27.60272775
61.31845192,27.7059555
54.70200358,38.54486901
44.67394906,39.06100775
58.21699176,20.89292415
57.80346374,22.54456811
